0.000240
16711680,54.99942,36.41038,54.99934,36.41047,54.99935,36.41063,54.99944,36.4107,54.99952,36.41061,54.99951,36.41045
16711680,39.2192,44.77435,39.21911,44.77441,39.2191,44.77453,39.21918,44.77459,39.21927,44.77454,39.21928,44.77441
16711680,39.28969,44.45083,39.2896,44.45089,39.2896,44.45101,39.28968,44.45108,39.28977,44.45102,39.28977,44.4509
16711680,38.19434,44.77552,38.19426,44.77546,38.19417,44.77551,38.19416,44.77563,38.19424,44.7757,38.19433,44.77564
16711680,38.55042,44.96647,38.55033,44.96652,38.55032,44.96665,38.5504,44.96671,38.55049,44.96665,38.5505,44.96653
16711680,37.55452,45.08247,37.55443,45.08241,37.55434,45.08246,37.55434,45.08258,37.55442,45.08265,37.55451,45.08259
16711680,37.55295,45.07611,37.55287,45.07605,37.55278,45.0761,37.55277,45.07622,37.55286,45.07629,37.55295,45.07623
16711680,37.53927,45.07031,37.53919,45.07024,37.5391,45.0703,37.53909,45.07042,37.53917,45.07048,37.53926,45.07042
16711680,37.56,45.06886,37.55991,45.0688,37.55982,45.06886,37.55981,45.06898,37.5599,45.06904,37.55999,45.06898
16711680,37.54395,45.06475,37.54387,45.06469,37.54378,45.06475,37.54377,45.06487,37.54385,45.06493,37.54394,45.06487
16711680,37.56753,45.08663,37.56745,45.08657,37.56736,45.08662,37.56735,45.08674,37.56743,45.08681,37.56752,45.08675
16711680,37.56547,45.09949,37.56538,45.09942,37.56529,45.09948,37.56529,45.0996,37.56537,45.09966,37.56546,45.09961
16711680,37.55798,45.08226,37.5579,45.0822,37.55781,45.08225,37.5578,45.08237,37.55788,45.08244,37.55797,45.08238
16711680,37.54001,45.05254,37.53993,45.05247,37.53984,45.05253,37.53983,45.05265,37.53992,45.05271,37.54001,45.05266
16711680,37.51256,45.0616,37.51248,45.06154,37.51239,45.0616,37.51238,45.06171,37.51246,45.06178,37.51255,45.06172
16711680,37.57317,45.00539,37.57309,45.00532,37.573,45.00538,37.57299,45.0055,37.57307,45.00556,37.57316,45.00551
16711680,37.5263,45.10174,37.52622,45.10167,37.52613,45.10173,37.52612,45.10185,37.52621,45.10191,37.5263,45.10186
16711680,37.04316,45.10174,37.04308,45.10168,37.04299,45.10174,37.04298,45.10185,37.04306,45.10192,37.04315,45.10186
16711680,36.1555,45.47988,36.15541,45.47982,36.15532,45.47987,36.15532,45.47999,36.1554,45.48005,36.15549,45.48
16711680,36.20776,45.55198,36.20767,45.55192,36.20758,45.55197,36.20758,45.55209,36.20766,45.55215,36.20775,45.5521
16711680,36.7068,45.15278,36.70672,45.15272,36.70663,45.15277,36.70662,45.15289,36.7067,45.15295,36.70679,45.1529
16711680,36.69415,45.14066,36.69407,45.1406,36.69398,45.14066,36.69397,45.14077,36.69405,45.14084,36.69414,45.14078
16711680,36.70334,45.13786,36.70325,45.1378,36.70316,45.13785,36.70316,45.13797,36.70324,45.13803,36.70333,45.13798
16711680,36.9511,45.3932,36.95102,45.39314,36.95093,45.3932,36.95092,45.39331,36.951,45.39338,36.95109,45.39332
16711680,38.28017,48.26459,38.28008,48.26464,38.28007,48.26477,38.28015,48.26484,38.28024,48.26479,38.28025,48.26466
16711680,38.14748,48.07352,38.14739,48.07357,38.14737,48.0737,38.14745,48.07377,38.14755,48.07372,38.14756,48.07359
16711680,39.01742,48.07961,39.01733,48.07966,39.01732,48.07979,39.0174,48.07986,39.01749,48.07981,39.0175,48.07968
16711680,38.40096,47.69082,38.40086,47.69088,38.40085,47.691,38.40093,47.69107,38.40102,47.69102,38.40104,47.69089
16711680,37.1274,46.97252,37.12731,46.97258,37.12729,46.9727,37.12737,46.97277,37.12746,46.97271,37.12748,46.97259
16711680,37.61668,48.51979,37.61658,48.51984,37.61657,48.51996,37.61665,48.52003,37.61674,48.51998,37.61676,48.51986
16711680,37.3682,49.13242,37.36811,49.13247,37.36809,49.13259,37.36817,49.13266,37.36826,49.13261,37.36828,49.13249
16711680,37.91783,46.11629,37.91774,46.11634,37.91773,46.11646,37.91781,46.11653,37.9179,46.11648,37.91791,46.11635
16711680,37.93835,45.97495,37.93826,45.975,37.93825,45.97512,37.93833,45.97519,37.93842,45.97514,37.93843,45.97501
16711680,37.75428,45.9802,37.75419,45.98025,37.75418,45.98037,37.75426,45.98044,37.75435,45.98038,37.75436,45.98026
16711680,38.03945,46.34761,38.03935,46.34766,38.03934,46.34778,38.03942,46.34785,38.03951,46.3478,38.03953,46.34767
16711680,38.04044,46.34805,38.04034,46.3481,38.04033,46.34822,38.04041,46.34829,38.0405,46.34824,38.04052,46.34811
16711680,38.04778,46.37161,38.04769,46.37167,38.04768,46.37179,38.04776,46.37186,38.04785,46.3718,38.04786,46.37168
16711680,38.04723,46.35535,38.04714,46.35541,38.04713,46.35553,38.04721,46.3556,38.0473,46.35554,38.04731,46.35542
16711680,38.0479,46.33974,38.04781,46.33979,38.0478,46.33991,38.04788,46.33998,38.04797,46.33992,38.04798,46.3398
16711680,38.04973,46.32549,38.04964,46.32555,38.04963,46.32567,38.04971,46.32574,38.0498,46.32568,38.04981,46.32556
16711680,38.05731,46.38557,38.05722,46.38563,38.05721,46.38575,38.05729,46.38582,38.05738,46.38576,38.05739,46.38564
16711680,38.04165,46.40159,38.04156,46.40164,38.04155,46.40177,38.04163,46.40183,38.04172,46.40178,38.04173,46.40166
16711680,38.07516,46.27864,38.07507,46.2787,38.07506,46.27882,38.07514,46.27889,38.07523,46.27883,38.07524,46.27871
16711680,38.07509,46.27845,38.075,46.27851,38.07499,46.27863,38.07507,46.2787,38.07516,46.27864,38.07517,46.27852
16711680,38.06203,46.27588,38.06193,46.27593,38.06192,46.27606,38.062,46.27612,38.06209,46.27607,38.06211,46.27594
16711680,38.08188,46.30455,38.08179,46.30461,38.08178,46.30473,38.08186,46.3048,38.08195,46.30474,38.08196,46.30462
16711680,38.08287,46.3013,38.08278,46.30136,38.08277,46.30148,38.08284,46.30155,38.08294,46.30149,38.08295,46.30137
16711680,38.09147,46.30671,38.09138,46.30676,38.09137,46.30688,38.09145,46.30695,38.09154,46.30689,38.09155,46.30677
16711680,38.0485,46.28579,38.04841,46.28585,38.0484,46.28597,38.04847,46.28604,38.04857,46.28598,38.04858,46.28586
